label,Attack,AttackCount,AddSingleStageDamage,AddOverAttackDamage,BP,Hit,SureHit,Hate,Weapon,WeaponSub,Speed,AfterCasterSpeed,AfterTargetSpeed,Attribute,BaseParameter,BeforeGuard,AfterGuard,OverAttack,OverAttackLeft,OverAttackRight,OverAttackSelf,Bump,Limit,HitArea,Penetration,RaceSlayer,Random,ReserveType,ReserveProb,ReserveCancel,TargetType,TargetParty,Trace,TraceDifficulty,Turn,BaseElement,EffectType,EffectParam,AddEffectSequence,AddEffect,AddEffectParam,Sequence,DisableSelect,DisableOutActor,DisableOutActorObject
MON_M101_A02a,62,1,6,26,4,94,0,30,Monster,None,-2,4,3,Slash None,Tec Vit,0,0,1,0,0,1,1,0,Air,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M101_A02a,0,0,0
MON_M101_B01a,70,1,6,26,4,93,1,32,Monster,None,0,0,0,Strike None,Qui Vit,0,0,1,0,0,1,2,0,Air,0,None,0,Counter,82,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M101_B01a,0,0,0
MON_M102_A03a,19,1,20,20,1,95,0,19,Monster,None,0,0,0,Slash Strike,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M102_A03a,0,0,0
MON_M102_A08a,32,1,22,22,3,94,0,23,Monster,None,-3,0,0,Slash None,Str Vit,0,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,25 0 0 0,None,None None,0 0,M102_A08a,0,0,0
MON_M102_A04a,0,1,22,22,3,100,0,0,Monster,None,0,3,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Paralysis None None None,50 0 0 0,None,None None,0 0,M102_A04a,0,0,0
MON_M102_A06a,0,1,23,23,4,100,0,0,Monster,None,-1,4,3,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death None None None,50 0 0 0,None,None None,0 0,M102_A06a,0,0,0
MON_M102_A01a,0,1,21,21,2,100,0,0,Monster,None,1,2,2,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Confusion None None None,50 0 0 0,None,None None,0 0,M102_A01a,0,0,0
MON_M102_A07a,32,1,22,22,3,95,0,23,Monster,None,0,0,0,Slash None,Tec Vit,0,0,1,0,0,1,0,0,Air,0,Plant,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M102_A07a,0,0,0
EN_M000_A02a,20,1,22,22,1,95,0,20,None,None,0,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M000_A02a,0,0,0
EN_M000_A01a,24,1,24,24,2,95,0,21,None,None,2,0,0,Slash Lightning,Str Vit,0,1,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M000_A01a,0,0,0
EN_M000_A01a_Tri,51,1,26,26,3,95,0,28,None,None,2,0,0,Slash Lightning,Str Vit,0,1,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha Tri None None,100 0 0 0,None,None None,0 0,M000_A01a,1,0,0
EN_M000_A03a,53,1,7,26,3,95,0,28,None,None,-1,3,3,Strike None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A03a,0,0,0
EN_M000_A04a,53,1,7,26,3,95,0,28,None,None,0,3,3,Slash None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A04a,0,0,0
EN_M000_A05a,42,1,6,24,2,95,0,26,None,None,-2,2,2,Stab None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,InterruptStab,100,0,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M000_A05a,0,0,0
EN_M001_A01a,75,1,24,24,2,95,0,0,None,None,1,0,0,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,Protect,100,0,Other,Caster,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M001_A01a,1,0,0
EN_M001_A02a,20,1,22,22,1,95,0,20,None,None,-1,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M001_A02a,0,0,0
EN_M001_A02a_Tri,53,1,26,26,3,95,0,28,None,None,-1,0,0,Slash None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense Tri None None,-30 0 0 0,None,None None,0 0,M001_A02a,1,0,0
EN_M001_A03a,14,1,6,24,2,95,0,14,None,None,0,0,0,Neutral None,Tec Wil,1,0,1,0,0,1,0,0,None,0,None,0,InterruptStrike,100,0,All,Target,0,0,0,None None None,Speed InvalidGuard None None,-8 100 0 0,None,None None,0 0,M001_A03a,0,1,0
EN_M001_A04a,52,1,7,26,3,95,1,28,None,None,-2,3,3,Slash None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,Single,Target,0,0,0,None None None,Defense InvalidGuard None None,-20 100 0 0,None,None None,0 0,M001_A04a,0,0,0
EN_M001_B01a,17,1,26,26,3,95,0,17,None,None,-1,3,3,Fire None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M001_B01a,0,1,0
EN_M002_A01a,20,1,22,22,1,84,0,20,None,None,0,0,0,Strike None,Vit Vit,1,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M002_A01a,0,0,0
EN_M002_A02a,29,1,24,24,2,85,0,22,None,None,1,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M002_A02a,0,0,0
EN_M002_A05a,44,1,27,27,4,84,0,26,None,None,-2,12,6,Strike None,Str Vit,0,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M002_A05a,0,0,0
EN_M002_A05a_Tri,66,1,26,26,3,84,0,32,None,None,-2,9,5,Strike None,Str Vit,0,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M002_A05a,1,0,0
EN_M002_A04a,36,1,26,26,3,84,0,24,None,None,1,0,0,Strike None,Str Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M002_A04a,0,0,0
EN_M002_A03a,33,1,6,24,2,100,0,23,None,None,0,2,2,Fire None,Int Wil,1,0,1,0,0,1,1,0,None,0,None,0,InterruptSlash,100,0,Single,Target,0,0,0,None None None,Stench InvalidGuard None None,100 100 0 0,None,None None,0 0,M002_A03a,0,0,0
EN_M002_A03a_A,24,1,24,24,2,94,0,21,None,None,0,2,2,Fire None,Int Wil,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M002_A03a,0,0,0
EN_M002_A03a_B,33,1,24,24,2,94,0,23,None,None,0,2,2,Fire None,Int Wil,0,1,1,0,0,0,1,0,None,0,None,0,Chase,100,0,Single,Target,0,0,0,None None None,Stench None None None,100 0 0 0,None,None None,0 0,M002_A03a,0,0,0
EN_M010_A01a,20,1,23,23,1,95,0,20,None,None,2,0,0,Slash None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M010_A01a,0,0,0
EN_M010_A02a,25,1,24,24,2,95,0,21,None,None,1,0,0,Slash None,Str Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M010_A02a,0,0,0
EN_M010_B02a,41,1,27,27,4,94,0,25,None,None,0,4,3,Slash None,Str Vit,1,0,1,1,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M010_B02a,0,0,0
EN_M010_A04a,34,1,26,26,3,95,0,24,None,None,2,3,3,Slash None,Tec Vit,0,0,1,0,2,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M010_A04a,0,0,0
EN_M010_B01a,24,1,24,24,2,100,0,21,None,None,3,0,0,Slash None,Str Wil,0,0,1,0,1,1,1,0,Air,0,None,0,None,0,0,AreaBack,Target,0,0,0,None None None,AreaBump None None None,100 0 0 0,None,None None,0 0,M010_B01a,0,1,0
EN_M010_B01a_A,29,1,24,24,2,100,0,22,None,None,4,0,0,Slash None,Str Wil,0,0,1,0,1,1,1,0,Air,0,None,0,None,0,0,AreaBack,Target,0,0,0,None None None,AreaBump Death None None,100 25 0 0,None,None None,0 0,M010_B01b,0,1,0
EN_M010_A03a,75,1,23,23,1,0,0,0,None,None,-1,0,0,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,Protect,100,0,Other,Caster,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M010_A03a,1,0,0
EN_M011_A01a,27,1,24,24,2,94,0,22,None,None,3,0,0,Stab None,Str Vit,1,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M011_A01a,0,0,0
EN_M011_A01a_A,30,1,26,26,3,94,0,22,None,None,2,0,0,Stab None,Str Vit,1,0,1,0,2,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Defense None None None,-30 0 0 0,None,None None,0 0,M011_A01a,0,0,0
EN_M011_A01a_B,30,1,26,26,3,94,0,22,None,None,2,0,0,Stab None,Str Vit,1,0,1,0,2,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,Do None None,Defense None None None,-30 0 0 0,None,None None,0 0,M011_A01a,0,0,0
EN_M011_B01a,16,1,27,27,4,100,1,16,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun StunMecha None None,50 50 0 0,B0/Up_At_01,Attack None,10 0,M011_B01a,0,1,0
EN_M011_B01a_A,15,1,27,27,4,100,1,15,None,None,3,4,3,Neutral None,Int Wil,0,0,1,3,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun StunMecha None None,50 50 0 0,B0/Up_At_01,Attack None,30 0,M011_B01a,0,1,0
EN_M011_B01a_B,16,1,27,27,4,100,1,16,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Kin None None,Stun StunMecha None None,50 50 0 0,B0/Up_Sp_01,Speed None,24 0,M011_B01a,0,1,0
EN_M011_B01a_C,15,1,27,27,4,100,1,15,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion None None None,50 0 0 0,B0/Up_At_01,Attack None,10 0,M011_B01b,0,1,0
EN_M011_B01a_D,15,1,27,27,4,100,1,15,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,ChantExtend Speed None None,50 -16 0 0,B0/Up_At_01,Attack None,10 0,M011_B01c,0,1,0
EN_M011_B01a_E,15,1,27,27,4,100,1,15,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,50 50 0 0,B0/Up_At_01,Attack None,10 0,M011_B01d,0,1,0
EN_M011_B01a_F,15,1,27,27,4,100,1,15,None,None,3,4,3,Neutral None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Death None None None,25 0 0 0,B0/Up_At_01,Attack None,10 0,M011_B01e,0,1,0
EN_M011_B02a,38,1,27,27,4,93,0,24,None,None,3,12,6,Stab None,Str Vit,0,1,1,0,4,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-10 0 0 0,None,None None,0 0,M011_B02a,0,0,0
EN_M011_B02a_A,43,1,29,29,5,93,0,26,None,None,3,15,7,Stab None,Str Vit,0,1,1,0,4,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Attack None None None,-30 0 0 0,None,None None,0 0,M011_B02a,0,0,0
EN_M011_B03a,26,1,29,29,5,100,0,22,None,None,-1,15,7,Fire None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Ka None None,None None None None,0 0 0 0,None,None None,0 0,M011_B03a,0,1,0
EN_M011_B03a_A,25,1,29,29,5,100,0,21,None,None,-1,15,7,Fire None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Ka None None,None None None None,0 0 0 0,B0/Up_At_01,Attack None,20 0,M011_B03a,0,1,0
EN_M011_B04a,26,1,29,29,5,100,0,22,None,None,0,15,7,Ice None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Sui None None,None None None None,0 0 0 0,None,None None,0 0,M011_B04a,0,1,0
EN_M011_B04a_A,25,1,29,29,5,100,0,21,None,None,0,15,7,Ice None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Sui None None,None None None None,0 0 0 0,B0/Up_At_01,Attack None,20 0,M011_B04a,0,1,0
EN_M011_B05a,26,1,29,29,5,100,0,22,None,None,1,15,7,Lightning None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Kin None None,None None None None,0 0 0 0,None,None None,0 0,M011_B05a,0,1,0
EN_M011_B05a_A,25,1,29,29,5,100,0,21,None,None,1,15,7,Lightning None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,Kin None None,None None None None,0 0 0 0,B0/Up_At_01,Attack None,20 0,M011_B05a,0,1,0
EN_M012_A01a,0,1,22,22,1,100,0,0,None,None,-1,0,0,None None,None None,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Magic None None None,30 0 0 0,None,None None,0 0,M012_A01a,0,0,0
EN_M012_A02a,0,1,24,24,2,100,0,0,None,None,1,0,0,None None,None None,0,0,0,0,0,0,0,1,None,0,None,0,None,0,0,All,Caster,0,0,0,None None None,Speed None None None,8 0 0 0,None,None None,0 0,M012_A02a,0,1,0
EN_M012_B01a,22,1,6,24,2,95,1,20,None,None,0,0,0,Stab None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,All,Target,0,0,0,None None None,Darkness InvalidGuard None None,75 100 0 0,None,None None,0 0,M012_B01a,0,1,0
EN_M012_A03a,51,1,7,26,3,95,0,28,None,None,-2,3,3,Lightning None,Int Vit,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStrike,100,1,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M012_A03a,0,0,0
EN_M012_A04a,51,1,7,26,3,95,0,28,None,None,1,3,3,Ice None,Int Vit,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptStab,100,1,Single,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M012_A04a,0,0,0
EN_M021_A01a,29,1,24,24,2,90,0,22,None,None,0,0,0,Strike None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M021_A01a,0,0,0
EN_M021_A01a_Tri,62,1,26,26,3,90,0,30,None,None,0,0,0,Strike None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp Tri None None,100 0 0 0,None,None None,0 0,M021_A01a,1,0,0
EN_M021_A02a,48,1,7,26,3,99,0,27,None,None,-1,3,3,Strike None,Tec Vit,1,0,1,0,0,1,1,0,None,0,None,0,InterruptStab,100,0,Single,Target,0,0,0,None None None,StunMecha InvalidGuard None None,50 100 0 0,None,None None,0 0,M021_A02a,0,0,0
EN_M021_A03a,32,1,26,26,3,95,0,23,None,None,2,3,3,Strike None,Str Vit,0,0,1,0,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,75 0 0 0,None,None None,0 0,M021_A03a,0,0,0
EN_M021_A04a,33,1,26,26,3,83,0,23,None,None,-1,3,3,Strike None,Tec Vit,0,0,1,1,0,1,2,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M021_A04a,0,0,0
EN_M021_A05a,43,1,27,27,4,80,0,26,None,None,1,12,6,Strike None,Int Wil,0,0,1,0,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M021_A05a,0,0,0
EN_M021_A05a_Tri,65,1,26,26,3,80,0,31,None,None,1,9,5,Strike None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,1,Single,Target,0,0,0,None None None,None Tri None None,0 0 0 0,None,None None,0 0,M021_A05a,1,0,0
EN_M021_B01a,32,1,9,27,4,100,0,23,None,None,-1,12,6,Slash None,Int Wil,1,0,1,0,0,1,0,0,Air,0,None,0,InterruptSlash,100,0,All,Target,0,0,0,None None None,None InvalidGuard None None,0 100 0 0,None,None None,0 0,M021_B01a,0,1,0
EN_M021_B02a,22,1,29,29,5,95,0,20,None,None,-2,15,7,Fire None,Int Wil,0,0,1,3,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Defense None None None,-10 0 0 0,None,None None,0 0,M021_B02a,0,1,0
EN_M022_B01a,12,1,24,24,2,95,0,12,None,None,-1,0,0,Fire None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Speed None None None,-8 0 0 0,None,None None,0 0,M022_B01a,0,1,0
EN_M022_A02a,13,1,24,24,2,95,0,13,None,None,1,0,0,Strike None,Tec Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Darkness None None None,50 0 0 0,None,None None,0 0,M022_A02a,0,1,0
EN_M022_A01a,18,1,26,26,3,95,0,18,None,None,0,3,3,Fire None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M022_A01a,0,1,0
EN_M022_A03a,31,1,26,26,3,95,0,23,None,None,-1,3,3,Fire None,Int Wil,0,0,1,0,0,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Paralysis ParalysisMecha None None,50 50 0 0,None,None None,0 0,M022_A03a,0,0,0
EN_M022_A03a_Tri,50,1,26,26,3,95,0,28,None,None,-1,3,3,Fire None,Int Wil,0,0,1,1,1,1,0,0,None,0,None,0,None,0,1,Single,Target,0,0,0,None None None,Paralysis ParalysisMecha Tri None,100 100 0 0,None,None None,0 0,M022_A03a,1,0,0
EN_M022_B02a,0,1,27,27,4,95,1,0,None,None,-2,4,3,None None,Int Wil,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Death None None None,30 0 0 0,None,None None,0 0,M022_B02a,0,1,0
EN_M023_A01a,22,1,22,22,1,95,0,20,None,None,0,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,HateUp None None None,100 0 0 0,None,None None,0 0,M023_A01a,0,0,0
EN_M023_A04a,19,1,24,24,2,100,0,19,None,None,-1,0,0,Neutral None,Int Wil,0,0,1,1,0,1,0,0,Air,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Drain None None None,100 0 0 0,None,None None,0 0,M023_A04a,0,0,0
EN_M023_B01a,0,1,26,26,3,100,0,0,None,None,0,3,3,None None,Tec Vit,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Death InvalidReserve None None,100 0 0 0,None,Death None,100 0,M023_B01a,1,0,0
EN_M023_A03a,20,1,27,27,4,100,0,20,None,None,2,12,6,Strike None,Tec Wil,0,0,1,1,0,1,0,1,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Confusion None None None,25 0 0 0,None,None None,0 0,M023_A03a,0,1,0
EN_M023_A02a,0,1,26,26,3,100,0,0,None,None,1,3,3,Ice None,Int Wil,0,0,0,0,0,0,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M023_A02a,0,1,0
EN_M030_A01a,23,1,22,22,1,95,0,21,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M030_A01a,0,0,0
EN_M030_A04a,29,1,24,24,2,94,0,22,None,None,0,0,0,Stab None,Str Vit,0,0,1,0,0,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M030_A04a,0,0,0
EN_M030_A02a,16,1,26,26,3,90,0,16,None,None,1,3,3,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Poison None None None,75 0 0 0,None,None None,0 0,M030_A02a,0,0,0
EN_M030_A02a_Tri,55,1,26,26,3,90,0,29,None,None,1,3,3,Stab None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Poison Tri None None,100 0 0 0,None,None None,0 0,M030_A02a,1,0,0
EN_M030_A03a,16,1,26,26,3,80,0,16,None,None,-1,3,3,Stab None,Str Vit,0,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stone None None None,50 0 0 0,None,None None,0 0,M030_A03a,0,0,0
EN_M030_A03a_Heavy,18,1,27,27,4,80,0,18,None,None,-9,4,3,Stab None,Str Vit,1,0,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stone None None None,75 0 0 0,None,None None,0 0,M030_A03a,0,0,0
EN_M030_A05a,6,1,26,26,3,100,0,6,None,None,4,3,3,Neutral None,Int Wil,0,0,1,1,1,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,Stun StunMecha None None,50 50 0 0,None,None None,0 0,M030_A05a,0,1,0
EN_M031_A01a,19,1,22,22,1,94,0,19,None,None,1,0,0,Stab None,Str Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M031_A01a,0,0,0
EN_M031_A01a_A,26,1,24,24,2,94,0,22,None,None,6,0,0,Stab None,Str Vit,0,0,1,0,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,50 0 0 0,None,None None,0 0,M031_A01a,0,0,0
EN_M031_A03a,19,1,26,26,3,95,0,19,None,None,-2,9,5,Stab None,Str Vit,0,0,1,1,1,1,0,0,None,0,None,0,None,0,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M031_A03a,0,1,0
EN_M031_A03a_A,16,1,29,29,2,95,0,16,None,None,-2,6,4,Stab None,Qui Vit,0,0,1,0,0,0,0,1,None,0,None,0,Follow,100,0,All,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M031_A03a,0,1,0
EN_M031_A04a,49,1,26,26,3,95,0,27,None,None,-1,3,3,Stab None,Qui Vit,0,1,1,0,0,0,0,0,None,0,None,0,Chase,100,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M031_A04a,0,0,0
EN_M031_B01a,0,1,23,23,1,100,0,0,None,None,-1,0,0,None None,None None,0,0,0,0,0,0,0,0,Ground,0,None,0,None,0,0,All,Target,0,0,0,None None None,ChantExtend Magic None None,50 -10 0 0,None,None None,0 0,M031_B01a,0,1,0
EN_M031_A02a,0,1,23,23,1,100,0,0,None,None,2,0,0,None None,None None,0,0,0,0,0,0,0,0,Air,0,None,0,None,0,0,Self,Caster,0,0,0,None None None,Speed None None None,8 0 0 0,None,None None,0 0,M031_A02a,0,0,1
EN_M032_A01a,48,1,6,24,2,95,1,27,None,None,-2,0,0,Ice None,Tec Vit,1,0,1,0,0,1,0,0,None,0,None,0,Counter,100,0,Single,Target,0,0,0,None None None,InvalidGuard None None None,100 0 0 0,None,None None,0 0,M032_A01a,0,0,0
EN_M032_A01a_A,35,1,26,26,3,95,0,24,None,None,0,0,0,Ice None,Str Vit,1,0,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,None None None None,0 0 0 0,None,None None,0 0,M032_A01a,0,0,0
EN_M032_A02a,31,1,26,26,3,95,0,23,None,None,-1,3,3,Stab None,Str Vit,0,1,1,1,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M032_A02a,0,0,0
EN_M032_B01a,36,1,27,27,4,94,0,24,None,None,0,12,6,Stab None,Str Vit,0,0,1,1,1,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Magic None None None,-30 0 0 0,None,None None,0 0,M032_B01a,0,0,0
EN_M032_B01a_A,40,1,29,29,5,94,0,25,None,None,3,15,7,Stab None,Str Vit,0,1,1,0,2,1,1,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Magic None None None,-30 0 0 0,B0/Up_Sp_01,Speed None,24 0,M032_B01a,0,0,0
EN_M032_B03a,20,1,27,27,4,95,0,20,None,None,2,12,6,Lightning None,Int Vit,0,0,1,0,3,1,0,0,Air,0,None,0,None,0,0,All,Target,0,0,0,None None None,StunMecha None None None,50 0 0 0,None,None None,0 0,M032_B03a,0,1,0
EN_M032_B02a,68,1,10,29,5,93,0,32,None,None,-1,15,7,Strike None,Tec Vit,1,0,1,0,0,1,2,0,None,0,None,0,InterruptStrike,100,0,Single,Target,0,0,0,None None None,Stun InvalidGuard None None,100 100 0 0,None,None None,0 0,M032_B02a,0,0,0
EN_M032_B02a_A,51,1,31,31,6,93,0,28,None,None,-3,18,8,Strike None,Vit Vit,1,0,1,3,0,1,2,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,100 0 0 0,B0/Up_At_01,Attack None,20 0,M032_B02a,0,0,0
EN_M040_A01a,20,1,22,22,1,95,0,20,None,None,2,0,0,Strike None,Str Vit,0,1,1,0,0,1,0,0,None,0,None,0,None,0,0,Single,Target,0,0,0,None None None,Stun None None None,25 0 0 0,None,None None,0 0,M040_A01a,0,0,0
