label, GetActor(), Attack, Body, BodyDrop, Cost, DefFire, DefIce, DefLightning, DefSlash, DefStab, DefStrike, Dodge, DropGroup, DropItem, DropProb, Equip, Float, GuardReduction, HP, InspirtationRank, MinHP, Name, Power, PRM_INT, PRM_QUI, PRM_STR, PRM_TEC, PRM_VIT, PRM_WIL, Race, RankBonus, RankRangeMax, RankRangeMin, RegChant, RegConfusion, RegDarkness, RegDeath, RegParalysis, RegPoison, RegRage, RegStench, RegStone, RegStun, ResultHP, Size, SLV_Do, SLV_Gfirearm, SLV_Gsword, SLV_Ka, SLV_Kin, SLV_Lfirearm, SLV_Lsword, SLV_Magic, SLV_Martial, SLV_Mecha_1, SLV_Mecha_2, SLV_Moku, SLV_Monster, SLV_Sui, Soul, SoulDrop, StartEffectParameter, StartHP, voice
E_M0210_TEST, M0210, 0, _NOT_SPECIFIED_, 0, 630, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 630, 10, _NOT_SPECIFIED_, Btl_E_M0210_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Plant, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0230_TEST, M0230, 0, _NOT_SPECIFIED_, 0, 88, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 50, 88, 0, _NOT_SPECIFIED_, Btl_E_M0230_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Plant, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, S, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, 5, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 5, _NOT_SPECIFIED_, 5, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0300_TEST, M0300, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0300_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0310_TEST, M0310, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0310_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Reptiles, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 10, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0400_TEST, M0400, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0400_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0410_TEST, M0410, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0410_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, LL, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0420_TEST, M0420, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 10, _NOT_SPECIFIED_, Btl_E_M0420_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Aquatic, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0700_TEST, M0700, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0700_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Insect, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0710_TEST, M0710, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 10, _NOT_SPECIFIED_, Btl_E_M0710_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Insect, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0800_TEST, M0800, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0800_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Winged, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0810_TEST, M0810, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M0810_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Winged, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M0900_TEST, M0900, 0, _NOT_SPECIFIED_, 0, 80, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 80, 0, _NOT_SPECIFIED_, Btl_E_M0900_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Element, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, S, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M1020_TEST, M1020, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M1020_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Asmodian, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M1000_TEST, M1000, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0, 0, 100, 10, _NOT_SPECIFIED_, Btl_E_M1000_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Asmodian, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M1010_TEST, M1010, 0, _NOT_SPECIFIED_, 0, 100, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 100, 0, _NOT_SPECIFIED_, Btl_E_M1010_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Asmodian, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M2000_TEST, M2000, 0, _NOT_SPECIFIED_, 0, 1140, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 1140, 10, _NOT_SPECIFIED_, Btl_E_M2000_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Unknown, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_M2100_TEST, M2100, 0, _NOT_SPECIFIED_, 0, 1140, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 1, 0, 1140, 10, _NOT_SPECIFIED_, Btl_E_M2100_A_EnemyName, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Unknown, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, _NOT_SPECIFIED_, L, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
E_INT_BLOCK_TEST_A, CAM50_CV05, 0, _NOT_SPECIFIED_, 0, 210, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_ _NOT_SPECIFIED_, 0 0 0, GLONE10_A _NOT_SPECIFIED_, 0, 0, 210, 0, _NOT_SPECIFIED_, インタラプトブロックテストA, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, Human, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, M, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, _NOT_SPECIFIED_, None, 0, 0, _NOT_SPECIFIED_, _NOT_SPECIFIED_
